  9.5997757e+001  2.0370470e+001  8.5099978e+001  7.6106067e+001  7.3004113e+001  7.1135715e+001  7.0451682e+001  6.9936789e+001  6.9300855e+001  6.7857233e+001  6.6477029e+001  6.5798140e+001
  9.5413473e+001  1.5958395e+001  8.7780750e+001  7.7599167e+001  7.3578975e+001  7.2137351e+001  7.1556601e+001  7.1164739e+001  6.9731512e+001  6.8396034e+001  6.7308800e+001  6.5590040e+001
  9.5855459e+001  1.7686739e+001  8.6827581e+001  7.6894396e+001  7.3389227e+001  7.1971849e+001  7.1607247e+001  7.0581262e+001  6.9644568e+001  6.8663800e+001  6.7207279e+001  6.5526423e+001
  9.5586900e+001  1.6065387e+001  8.7658971e+001  7.7651618e+001  7.3682586e+001  7.2472547e+001  7.1560385e+001  7.0442404e+001  7.0008670e+001  6.8773984e+001  6.8002590e+001  6.6014013e+001
  9.6125149e+001  2.0722698e+001  8.4990717e+001  7.5780372e+001  7.2554884e+001  7.1346333e+001  7.0022001e+001  6.9811359e+001  6.9288483e+001  6.8377248e+001  6.6703971e+001  6.5680805e+001
  9.4800259e+001  1.1349834e+001  9.0528083e+001  7.9882535e+001  7.5255004e+001  7.3652453e+001  7.2899667e+001  7.2279954e+001  7.0719752e+001  6.9212555e+001  6.8060350e+001  6.5996327e+001
  9.5484765e+001  1.5206489e+001  8.8502564e+001  7.8181458e+001  7.4348537e+001  7.2769018e+001  7.2068508e+001  7.0794939e+001  7.0291242e+001  6.8990422e+001  6.7401410e+001  6.6030129e+001
  9.5878035e+001  1.8311328e+001  8.6419699e+001  7.7112175e+001  7.3392737e+001  7.1943172e+001  7.1269812e+001  7.0794238e+001  6.9533695e+001  6.8838055e+001  6.7227746e+001  6.5349171e+001
  9.4451937e+001  1.0430368e+001  9.1042482e+001  8.0492847e+001  7.5744167e+001  7.3193203e+001  7.2971251e+001  7.2271005e+001  7.0780419e+001  6.9489424e+001  6.7967104e+001  6.6132241e+001
  9.6081231e+001  1.9372888e+001  8.5926583e+001  7.6467498e+001  7.2591452e+001  7.1442678e+001  7.1031638e+001  6.9844671e+001  6.9440640e+001  6.8086371e+001  6.7373930e+001  6.5842456e+001
  9.6324810e+001  2.1009922e+001  8.4864466e+001  7.6005934e+001  7.2782474e+001  7.0837319e+001  7.0784545e+001  6.9826761e+001  6.9347816e+001  6.8234297e+001  6.7009550e+001  6.5484505e+001
  9.6096616e+001  1.9451781e+001  8.5783116e+001  7.6507839e+001  7.3434254e+001  7.1527651e+001  7.0832045e+001  7.0238038e+001  6.9360302e+001  6.8354718e+001  6.6941567e+001  6.5673948e+001
